Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000275221	6	27837947	27838339	-1	HIST1H2AK	protein_coding
ENSG00000023734	12	15882391	15903478	1	STRAP	protein_coding
ENSG00000134265	18	10525905	10552761	1	NAPG	protein_coding
ENSG00000143878	2	20447074	20449445	1	RHOB	protein_coding
ENSG00000108100	10	35247025	35572669	1	CCNY	protein_coding
ENSG00000229698	CHR_HSCHR6_MHC_SSTO_CTG1	29720539	29736235	1	HLA-F	protein_coding
ENSG00000133878	8	33591332	33600106	-1	DUSP26	protein_coding
ENSG00000184381	22	38111495	38205690	-1	PLA2G6	protein_coding
ENSG00000076662	19	10333776	10339823	-1	ICAM3	protein_coding
ENSG00000152242	18	46173553	46266991	1	C18orf25	protein_coding
ENSG00000113140	5	151661096	151687165	-1	SPARC	protein_coding
ENSG00000196083	3	190514051	190659750	1	IL1RAP	protein_coding
ENSG00000176887	2	5692667	5701385	1	SOX11	protein_coding
ENSG00000223953	11	119338939	119340940	-1	C1QTNF5	protein_coding
ENSG00000206500	CHR_HSCHR6_MHC_QBL_CTG1	30059837	30065413	-1	RNF39	protein_coding
ENSG00000229266	22	21282881	21284161	1	POM121L8P	processed_pseudogene
ENSG00000135324	6	84033756	84090881	1	MRAP2	protein_coding
ENSG00000163214	2	38797729	38875934	-1	DHX57	protein_coding
ENSG00000139914	14	24131275	24132849	1	FITM1	protein_coding
ENSG00000151704	11	128836315	128867373	-1	KCNJ1	protein_coding
ENSG00000100784	14	90847862	91060636	-1	RPS6KA5	protein_coding
ENSG00000134545	12	10442264	10454685	-1	KLRC1	protein_coding
ENSG00000198650	16	71565660	71577130	-1	TAT	protein_coding
ENSG00000232169	CHR_HSCHR6_MHC_DBB_CTG1	30561610	30587416	1	ABCF1	protein_coding
ENSG00000123643	5	151437046	151492381	1	SLC36A1	protein_coding
ENSG00000163545	1	205302059	205321791	-1	NUAK2	protein_coding
ENSG00000180992	6	44113454	44127457	-1	MRPL14	protein_coding
ENSG00000129654	17	76136333	76141299	-1	FOXJ1	protein_coding
ENSG00000183032	14	36678431	37172866	-1	SLC25A21	protein_coding
ENSG00000188375	12	31791185	31792241	-1	H3F3C	protein_coding
ENSG00000159184	17	48724763	48729178	-1	HOXB13	protein_coding
ENSG00000088899	20	3162617	3173592	-1	LZTS3	protein_coding
ENSG00000068697	2	20032650	20052028	-1	LAPTM4A	protein_coding
ENSG00000100156	22	38078134	38084093	-1	SLC16A8	protein_coding
ENSG00000060982	12	24810022	24949459	-1	BCAT1	protein_coding
ENSG00000101558	18	9914002	9960021	1	VAPA	protein_coding
ENSG00000147894	9	27546545	27573866	-1	C9orf72	protein_coding
ENSG00000163909	1	39624153	39639945	-1	HEYL	protein_coding
ENSG00000197079	17	41476689	41481140	-1	KRT35	protein_coding
ENSG00000231135	CHR_HSCHR6_MHC_SSTO_CTG1	30692058	30710140	-1	MDC1	protein_coding
ENSG00000130402	19	38647649	38731583	1	ACTN4	protein_coding
ENSG00000179364	14	105300563	105398147	1	PACS2	protein_coding
ENSG00000107521	10	98416198	98446947	-1	HPS1	protein_coding
ENSG00000168298	6	26156354	26157107	1	HIST1H1E	protein_coding
ENSG00000132964	13	26254104	26405238	1	CDK8	protein_coding
ENSG00000137218	6	41770176	41786542	-1	FRS3	protein_coding
ENSG00000170881	8	124474738	124487914	1	RNF139	protein_coding
ENSG00000147684	8	124539101	124580648	1	NDUFB9	protein_coding
ENSG00000088038	19	54137717	54155708	1	CNOT3	protein_coding
ENSG00000109814	4	39498755	39528311	-1	UGDH	protein_coding
ENSG00000146054	5	181193924	181205293	-1	TRIM7	protein_coding
ENSG00000188269	19	14824251	14835285	-1	OR7A5	protein_coding
ENSG00000115415	2	190964358	191020960	-1	STAT1	protein_coding
ENSG00000184916	14	105140981	105168824	-1	JAG2	protein_coding
ENSG00000183484	14	105049389	105065445	-1	GPR132	protein_coding
ENSG00000091490	4	25747427	25863760	-1	SEL1L3	protein_coding
ENSG00000135409	12	53423855	53431534	1	AMHR2	protein_coding
ENSG00000006059	17	41346092	41350812	-1	KRT33A	protein_coding
ENSG00000167851	17	74466399	74484796	1	CD300A	protein_coding
ENSG00000274609	CHR_HSCHR19LRC_PGF1_CTG3_1	54733566	54744515	1	KIR2DL4	protein_coding
ENSG00000102021	X	115289727	115307556	1	LUZP4	protein_coding
ENSG00000182132	5	170353487	170736632	1	KCNIP1	protein_coding
ENSG00000080823	14	102224500	102305200	-1	MOK	protein_coding
ENSG00000103342	16	11868128	11916082	-1	GSPT1	protein_coding
ENSG00000275333	CHR_HSCHR6_1_CTG5	170290703	170416388	1	FAM120B	protein_coding
ENSG00000049759	18	58044367	58401540	1	NEDD4L	protein_coding
ENSG00000185085	11	62646848	62653302	-1	INTS5	protein_coding
ENSG00000060069	18	79679801	79756623	1	CTDP1	protein_coding
ENSG00000130749	19	47064187	47113752	-1	ZC3H4	protein_coding
ENSG00000196628	18	55222331	55664787	-1	TCF4	protein_coding
ENSG00000077157	1	202348699	202592706	1	PPP1R12B	protein_coding
ENSG00000130748	19	47045907	47048630	-1	TMEM160	protein_coding
ENSG00000196581	1	4654732	4792534	1	AJAP1	protein_coding
ENSG00000168269	5	170105897	170109725	1	FOXI1	protein_coding
ENSG00000142408	19	53963040	53990215	1	CACNG8	protein_coding
ENSG00000100625	14	60709528	60724348	-1	SIX4	protein_coding
ENSG00000226085	22	39875289	39876108	1	UQCRFS1P1	processed_pseudogene
ENSG00000138670	4	81426393	82044244	-1	RASGEF1B	protein_coding
ENSG00000231608	CHR_HSCHR6_MHC_DBB_CTG1	32016970	32093383	-1	TNXB	protein_coding
ENSG00000163435	1	202007945	202017188	1	ELF3	protein_coding
ENSG00000129437	19	51077495	51084245	-1	KLK14	protein_coding
ENSG00000144837	3	119597842	119629811	1	PLA1A	protein_coding
ENSG00000251493	5	73444827	73448527	-1	FOXD1	protein_coding
ENSG00000122068	3	197737179	197787596	1	FYTTD1	protein_coding
ENSG00000064218	9	976964	991731	1	DMRT3	protein_coding
ENSG00000230685	CHR_HSCHR6_MHC_COX_CTG1	31717988	31727162	-1	CLIC1	protein_coding
ENSG00000121898	10	123706207	123940267	-1	CPXM2	protein_coding
ENSG00000278430	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54803354	54814544	1	KIR2DL4	protein_coding
ENSG00000135083	5	160249106	160345396	-1	CCNJL	protein_coding
ENSG00000156958	15	49155656	49367869	1	GALK2	protein_coding
ENSG00000133639	12	92140278	92145897	-1	BTG1	protein_coding
ENSG00000101997	X	49235467	49250526	1	CCDC22	protein_coding
ENSG00000106991	9	127815012	127854756	-1	ENG	protein_coding
ENSG00000198353	12	54016931	54056030	1	HOXC4	protein_coding
ENSG00000109063	17	10628526	10657309	-1	MYH3	protein_coding
ENSG00000132182	3	13316235	13420309	-1	NUP210	protein_coding
ENSG00000174099	12	65278643	65491430	1	MSRB3	protein_coding
ENSG00000180806	12	53994895	54003337	1	HOXC9	protein_coding
ENSG00000072401	10	58334975	58370753	1	UBE2D1	protein_coding
ENSG00000236765	CHR_HSCHR6_MHC_DBB_CTG1	31951992	31954474	-1	DXO	protein_coding
ENSG00000011465	12	91140484	91183123	-1	DCN	protein_coding
ENSG00000104140	15	40872214	40874289	-1	RHOV	protein_coding
ENSG00000163626	4	73052362	73069755	-1	COX18	protein_coding
ENSG00000102221	X	46912276	47061242	1	JADE3	protein_coding
ENSG00000187048	1	46929177	46941484	-1	CYP4A11	protein_coding
ENSG00000173391	12	10158301	10172138	-1	OLR1	protein_coding
ENSG00000145703	5	76403249	76708132	1	IQGAP2	protein_coding
ENSG00000181104	5	76716043	76735781	1	F2R	protein_coding
ENSG00000105855	7	20330702	20415754	1	ITGB8	protein_coding
ENSG00000184857	16	8780384	8797648	-1	TMEM186	protein_coding
ENSG00000078304	14	101761798	101927989	1	PPP2R5C	protein_coding
ENSG00000111087	12	57460135	57472262	1	GLI1	protein_coding
ENSG00000100234	22	32801701	32863043	1	TIMP3	protein_coding
ENSG00000130741	X	24054716	24077971	1	EIF2S3	protein_coding
ENSG00000101413	20	38033546	38127780	1	RPRD1B	protein_coding
ENSG00000197467	10	69801867	69964275	1	COL13A1	protein_coding
ENSG00000067048	Y	12904108	12920478	1	DDX3Y	protein_coding
ENSG00000103034	16	58462846	58513628	1	NDRG4	protein_coding
ENSG00000229861	CHR_HSCHR6_MHC_MCF_CTG1	30696164	30704850	1	MRPS18B	protein_coding
ENSG00000133020	17	10390322	10421950	-1	MYH8	protein_coding
ENSG00000130429	7	99374249	99394816	1	ARPC1B	protein_coding
ENSG00000282608	1	111499429	111503760	-1	ADORA3	protein_coding
ENSG00000165501	14	49598697	49614672	1	LRR1	protein_coding
ENSG00000156802	8	123319850	123416350	-1	ATAD2	protein_coding
ENSG00000082641	17	48048329	48061487	1	NFE2L1	protein_coding
ENSG00000160917	7	99438922	99457371	1	CPSF4	protein_coding
ENSG00000204219	1	23381061	23424740	-1	TCEA3	protein_coding
ENSG00000177733	5	137745651	137754376	-1	HNRNPA0	protein_coding
ENSG00000182247	3	23203020	23591793	1	UBE2E2	protein_coding
ENSG00000171262	15	38454127	38487710	1	FAM98B	protein_coding
ENSG00000080802	7	135361795	135510127	-1	CNOT4	protein_coding
ENSG00000073584	17	40624962	40648864	-1	SMARCE1	protein_coding
ENSG00000081985	1	67307364	67397090	1	IL12RB2	protein_coding
ENSG00000168016	3	36826820	36945098	-1	TRANK1	protein_coding
ENSG00000185046	12	98726457	99984654	-1	ANKS1B	protein_coding
ENSG00000063322	19	39391303	39400637	1	MED29	protein_coding
ENSG00000185436	1	24154157	24187959	-1	IFNLR1	protein_coding
ENSG00000215305	20	2840703	2866732	1	VPS16	protein_coding
ENSG00000079277	1	46557408	46616843	-1	MKNK1	protein_coding
ENSG00000184602	16	11668414	11679159	1	SNN	protein_coding
ENSG00000136807	9	127785679	127790787	1	CDK9	protein_coding
ENSG00000227420	CHR_HSCHR6_MHC_COX_CTG1	30607552	30616238	1	MRPS18B	protein_coding
ENSG00000139505	13	25246201	25288009	-1	MTMR6	protein_coding
ENSG00000187699	2	189879609	190203484	1	C2orf88	protein_coding
ENSG00000126264	19	35902480	35904377	1	HCST	protein_coding
ENSG00000151967	3	159839861	159897360	1	SCHIP1	protein_coding
ENSG00000172215	3	45940933	45948353	1	CXCR6	protein_coding
ENSG00000069482	11	68683779	68691175	1	GAL	protein_coding
ENSG00000189266	1	23956839	23963462	1	PNRC2	protein_coding
ENSG00000159723	16	67482571	67483813	-1	AGRP	protein_coding
ENSG00000064886	1	111200771	111243440	1	CHI3L2	protein_coding
ENSG00000179163	1	23845077	23868294	-1	FUCA1	protein_coding
ENSG00000083750	X	55717739	55758774	1	RRAGB	protein_coding
ENSG00000162777	1	111187174	111204535	-1	DENND2D	protein_coding
ENSG00000069431	12	21797401	21942529	-1	ABCC9	protein_coding
ENSG00000122515	7	44748581	44769881	1	ZMIZ2	protein_coding
ENSG00000212993	8	127322183	127420066	1	POU5F1B	protein_coding
ENSG00000171103	2	28849821	28870301	-1	TRMT61B	protein_coding
ENSG00000173208	12	39550033	39619751	-1	ABCD2	protein_coding
ENSG00000206279	CHR_HSCHR6_MHC_QBL_CTG1	33247394	33258105	-1	DAXX	protein_coding
ENSG00000109919	11	47617315	47642623	-1	MTCH2	protein_coding
ENSG00000160207	21	43529192	43659493	-1	HSF2BP	protein_coding
ENSG00000107290	9	132261356	132354985	-1	SETX	protein_coding
ENSG00000170296	17	7240014	7242770	-1	GABARAP	protein_coding
ENSG00000136250	7	36512949	36724549	-1	AOAH	protein_coding
ENSG00000119912	10	92451684	92574076	-1	IDE	protein_coding
ENSG00000140319	15	40035739	40039188	-1	SRP14	protein_coding
ENSG00000274211	17	38352228	38405593	1	SOCS7	protein_coding
ENSG00000139734	13	59665583	60163987	-1	DIAPH3	protein_coding
ENSG00000104763	8	18055992	18084998	-1	ASAH1	protein_coding
ENSG00000165175	X	38801432	38806537	1	MID1IP1	protein_coding
ENSG00000164621	5	136129507	136134890	-1	SMAD5-AS1	antisense
ENSG00000127481	1	19074506	19210276	-1	UBR4	protein_coding
ENSG00000140093	14	94280455	94293271	-1	SERPINA10	protein_coding
ENSG00000198646	20	34689097	34825649	-1	NCOA6	protein_coding
ENSG00000223494	CHR_HSCHR6_MHC_MANN_CTG1	30952885	30971104	1	VARS2	protein_coding
ENSG00000091622	17	6451264	6556494	-1	PITPNM3	protein_coding
ENSG00000243489	21	44646414	44647650	1	KRTAP10-11	protein_coding
ENSG00000113594	5	38474963	38608354	-1	LIFR	protein_coding
ENSG00000104983	19	45995461	46021318	1	CCDC61	protein_coding
ENSG00000148660	10	73812501	73874591	-1	CAMK2G	protein_coding
ENSG00000141639	18	50560078	50731824	1	MAPK4	protein_coding
ENSG00000137947	1	88852932	88891944	-1	GTF2B	protein_coding
ENSG00000164048	3	48241100	48299253	1	ZNF589	protein_coding
ENSG00000186340	6	169215780	169254044	-1	THBS2	protein_coding
ENSG00000100902	14	35278633	35317493	1	PSMA6	protein_coding
ENSG00000165583	X	48186220	48196763	-1	SSX5	protein_coding
ENSG00000172867	12	52644558	52652164	-1	KRT2	protein_coding
ENSG00000169508	13	99294530	99307405	-1	GPR183	protein_coding
ENSG00000189280	1	34755047	34758512	1	GJB5	protein_coding
ENSG00000204138	1	28369582	28500369	1	PHACTR4	protein_coding
ENSG00000178234	7	152025674	152122347	1	GALNT11	protein_coding
ENSG00000103494	16	53598153	53703938	-1	RPGRIP1L	protein_coding
ENSG00000170917	4	122888697	122922968	-1	NUDT6	protein_coding
ENSG00000231641	CHR_HSCHR6_MHC_MCF_CTG1	30262891	30291774	-1	TRIM26	protein_coding
ENSG00000115760	2	32357028	32618899	1	BIRC6	protein_coding
ENSG00000105700	19	18557762	18569387	1	KXD1	protein_coding
ENSG00000147130	X	71239624	71255146	-1	ZMYM3	protein_coding
ENSG00000276163	CHR_HSCHR19LRC_COX2_CTG3_1	54360692	54377679	-1	LAIR1	protein_coding
ENSG00000122257	16	24537693	24572863	1	RBBP6	protein_coding
ENSG00000204967	5	140806929	141012344	1	PCDHA4	protein_coding
ENSG00000228881	CHR_HSCHR6_MHC_APD_CTG1	30176913	30205889	-1	TRIM26	protein_coding
ENSG00000152404	11	107326345	107457844	-1	CWF19L2	protein_coding
ENSG00000159713	16	67389809	67393535	-1	TPPP3	protein_coding
ENSG00000147873	9	21304326	21305312	-1	IFNA5	protein_coding
ENSG00000242779	19	52968251	53037898	-1	ZNF702P	transcribed_processed_pseudogene
ENSG00000131653	16	2155698	2178129	1	TRAF7	protein_coding
ENSG00000067836	16	4796968	4802950	-1	ROGDI	protein_coding
ENSG00000180447	9	86944363	86947189	-1	GAS1	protein_coding
ENSG00000170921	17	63009556	63427699	1	TANC2	protein_coding
ENSG00000126460	19	49580646	49591015	1	PRRG2	protein_coding
ENSG00000118971	12	4273772	4305350	1	CCND2	protein_coding
ENSG00000198223	X	1268800	1310381	1	CSF2RA	protein_coding
ENSG00000263310	CHR_HSCHR18_2_CTG2_1	78980275	79002678	1	SALL3	protein_coding
ENSG00000132478	17	75784771	75825799	1	UNK	protein_coding
ENSG00000096080	6	43671303	43687791	-1	MRPS18A	protein_coding
ENSG00000105058	19	16185380	16192046	1	FAM32A	protein_coding
ENSG00000175931	17	76389451	76453206	-1	UBE2O	protein_coding
ENSG00000147416	8	20197367	20226819	1	ATP6V1B2	protein_coding
ENSG00000173503	CHR_HSCHR6_MHC_QBL_CTG1	31562278	31564550	1	LTA	protein_coding
ENSG00000278738	CHR_HSCHR19LRC_COX1_CTG3_1	54701102	54715618	1	KIR2DL1	protein_coding
ENSG00000124783	6	7268306	7347446	-1	SSR1	protein_coding
ENSG00000115053	2	231453531	231483641	-1	NCL	protein_coding
ENSG00000150773	11	112064010	112074274	-1	PIH1D2	protein_coding
ENSG00000065491	6	37257772	37332970	1	TBC1D22B	protein_coding
ENSG00000198839	7	112206588	112343096	1	ZNF277	protein_coding
ENSG00000138069	2	65070696	65130331	-1	RAB1A	protein_coding
ENSG00000168827	3	158644278	158692575	1	GFM1	protein_coding
ENSG00000162174	11	62337448	62393412	1	ASRGL1	protein_coding
ENSG00000221838	7	100101549	100110345	1	AP4M1	protein_coding
ENSG00000145734	5	71455615	71567820	1	BDP1	protein_coding
ENSG00000147588	8	81440326	81447523	-1	PMP2	protein_coding
ENSG00000076716	X	133300103	133415490	-1	GPC4	protein_coding
ENSG00000092036	14	22946228	22957161	-1	HAUS4	protein_coding
ENSG00000128283	22	37560447	37569405	1	CDC42EP1	protein_coding
ENSG00000171135	3	9890572	9894349	1	JAGN1	protein_coding
ENSG00000129474	14	22971174	22982642	-1	AJUBA	protein_coding
ENSG00000105991	7	27092993	27095996	-1	HOXA1	protein_coding
ENSG00000277649	CHR_HSCHR17_2_CTG2	997117	1003671	1	TIMM22	protein_coding
ENSG00000079974	22	50767501	50783663	-1	RABL2B	protein_coding
ENSG00000280529	CHR_HSCHR20_1_CTG2	61950345	62005079	-1	TAF4	protein_coding
ENSG00000150764	11	111927144	112022584	1	DIXDC1	protein_coding
ENSG00000237022	CHR_HSCHR6_MHC_MANN_CTG1	31312208	31315579	-1	HLA-C	protein_coding
ENSG00000184384	11	95976598	96343180	-1	MAML2	protein_coding
ENSG00000174547	11	66435075	66466738	-1	MRPL11	protein_coding
ENSG00000178996	5	54517759	54546585	1	SNX18	protein_coding
ENSG00000127863	13	23570370	23676104	1	TNFRSF19	protein_coding
ENSG00000102471	13	79481124	79556075	1	NDFIP2	protein_coding
ENSG00000174576	11	66421004	66426707	1	NPAS4	protein_coding
ENSG00000126226	13	113177539	113208715	-1	PCID2	protein_coding
ENSG00000196684	19	16134028	16158575	1	HSH2D	protein_coding
ENSG00000141480	17	4710489	4721499	1	ARRB2	protein_coding
ENSG00000242372	20	35278911	35284985	-1	EIF6	protein_coding
ENSG00000162337	11	68312609	68449275	1	LRP5	protein_coding
ENSG00000174669	11	66362521	66372214	-1	SLC29A2	protein_coding
ENSG00000224782	CHR_HSCHR6_MHC_DBB_CTG1	33267227	33276326	1	PFDN6	protein_coding
ENSG00000224140	CHR_HSCHR6_MHC_MCF_CTG1	32085057	32088915	-1	TNXA	unprocessed_pseudogene
ENSG00000188986	9	137255173	137273546	1	NELFB	protein_coding
ENSG00000162631	1	107140007	107483458	1	NTNG1	protein_coding
ENSG00000198890	1	107056679	107067636	1	PRMT6	protein_coding
ENSG00000065559	17	12020824	12143830	1	MAP2K4	protein_coding
ENSG00000224952	CHR_HSCHR6_MHC_SSTO_CTG1	32192405	32197856	-1	PBX2	protein_coding
ENSG00000204520	6	31399784	31415315	1	MICA	protein_coding
ENSG00000024048	6	42564062	42693504	1	UBR2	protein_coding
ENSG00000129559	14	24216852	24232454	-1	NEDD8	protein_coding
ENSG00000175224	11	46617527	46674818	1	ATG13	protein_coding
ENSG00000132141	17	34927859	34981078	-1	CCT6B	protein_coding
ENSG00000137806	15	41387349	41402519	-1	NDUFAF1	protein_coding
ENSG00000163735	4	73995642	73998779	-1	CXCL5	protein_coding
ENSG00000103152	16	77007	85853	1	MPG	protein_coding
ENSG00000103507	16	31106107	31112791	1	BCKDK	protein_coding
ENSG00000122862	10	69088106	69104811	1	SRGN	protein_coding
ENSG00000163719	3	9649433	9702393	1	MTMR14	protein_coding
ENSG00000110848	12	9752486	9760901	-1	CD69	protein_coding
ENSG00000075914	3	44975241	45036066	1	EXOSC7	protein_coding
ENSG00000090054	9	92000087	92115384	-1	SPTLC1	protein_coding
ENSG00000113924	3	120628173	120682571	-1	HGD	protein_coding
ENSG00000125746	19	45606994	45645629	-1	EML2	protein_coding
ENSG00000131089	X	63634967	63809274	-1	ARHGEF9	protein_coding
ENSG00000170265	7	149195485	149226248	1	ZNF282	protein_coding
ENSG00000240583	7	30911694	30925516	1	AQP1	protein_coding
ENSG00000277354	CHR_HSCHR2_1_CTG5	36361959	36362656	1	CRIM1	protein_coding
ENSG00000108231	10	93757809	93806272	1	LGI1	protein_coding
ENSG00000114279	3	192139395	192767764	-1	FGF12	protein_coding
ENSG00000154608	4	118467590	118554100	1	CEP170P1	transcribed_unprocessed_pseudogene
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	-1	ADI1	protein_coding
ENSG00000274891	CHR_HSCHR2_1_CTG1	3401777	3486461	1	TRAPPC12	protein_coding
ENSG00000086827	11	113733187	113773811	-1	ZW10	protein_coding
ENSG00000156427	5	171419656	171457623	1	FGF18	protein_coding
ENSG00000162222	11	62728069	62740293	1	TTC9C	protein_coding
ENSG00000159023	1	28887091	29120046	1	EPB41	protein_coding
ENSG00000180660	13	35474182	35477209	-1	MAB21L1	protein_coding
ENSG00000119684	14	75013764	75051532	-1	MLH3	protein_coding
ENSG00000276876	CHR_HSCHR20_1_CTG3	64155437	64245898	1	MYT1	protein_coding
ENSG00000152492	3	191329077	191398670	1	CCDC50	protein_coding
ENSG00000273749	15	22867052	22981063	-1	CYFIP1	protein_coding
ENSG00000101335	20	36541484	36551447	1	MYL9	protein_coding
ENSG00000165376	X	106900164	106930861	1	CLDN2	protein_coding
ENSG00000176371	15	84600986	84627796	1	ZSCAN2	protein_coding
ENSG00000121211	4	153344649	153415118	1	MND1	protein_coding
ENSG00000171049	19	51752026	51770526	1	FPR2	protein_coding
ENSG00000180233	7	30284307	30367692	1	ZNRF2	protein_coding
ENSG00000178038	3	46668997	46693704	-1	ALS2CL	protein_coding
ENSG00000166313	11	6395124	6419414	-1	APBB1	protein_coding
ENSG00000155592	16	25236001	25257931	-1	ZKSCAN2	protein_coding
ENSG00000206437	CHR_HSCHR6_MHC_QBL_CTG1	31570783	31572750	-1	LTB	protein_coding
ENSG00000105722	19	42247572	42255157	-1	ERF	protein_coding
ENSG00000138698	4	98261384	98443861	1	RAP1GDS1	protein_coding
ENSG00000162889	1	206684944	206734283	1	MAPKAPK2	protein_coding
ENSG00000162419	1	28668732	28719353	1	GMEB1	protein_coding
ENSG00000109323	4	102630770	102760994	-1	MANBA	protein_coding
ENSG00000173193	3	122680618	122730840	1	PARP14	protein_coding
ENSG00000224145	CHR_HSCHR6_MHC_SSTO_CTG1	30153602	30163092	1	TRIM15	protein_coding
ENSG00000078668	8	42391624	42405897	1	VDAC3	protein_coding
ENSG00000043514	1	39838110	39883511	-1	TRIT1	protein_coding
ENSG00000206501	CHR_HSCHR6_MHC_QBL_CTG1	30056276	30059900	1	PPP1R11	protein_coding
ENSG00000116824	1	116754385	116769228	1	CD2	protein_coding
ENSG00000111206	12	2857681	2877155	-1	FOXM1	protein_coding
ENSG00000139546	12	53500921	53506431	1	TARBP2	protein_coding
ENSG00000103375	16	25215731	25228940	1	AQP8	protein_coding
ENSG00000004478	12	2794953	2805423	1	FKBP4	protein_coding
ENSG00000205810	12	10412312	10420595	-1	KLRC3	protein_coding
ENSG00000236873	CHR_HSCHR6_MHC_APD_CTG1	32235221	32245105	-1	AGPAT1	protein_coding
ENSG00000276061	CHR_HSCHR19_4_CTG3_1	54102782	54108779	1	NDUFA3	protein_coding
ENSG00000159461	16	56361452	56425538	-1	AMFR	protein_coding
ENSG00000163520	3	13549131	13638422	1	FBLN2	protein_coding
